Informe de rendimiento del anuncio (huso horario de UTC)
Fecha de inicio del informe: 16 de febrero de 2026 0:00
Fecha de fin del informe: 9 de abril de 2026 23:59
Fecha de creación: 9 de abril de 2026 8:54


Fecha de inicio (huso horario de UTC)	Moneda	campaign_alias	Estado de la campaña	Fecha de inicio de la campaña	Fecha de finalización de la campaña	adset_alias	Objetivo del lote de anuncios	Tipo de lote de anuncios	Estado del lote de anuncios	Tipo de coste	Presupuesto diario	Presupuesto total	Fecha de inicio del lote de anuncios	Fecha de finalización del lote de anuncios	ad_alias	Estado del anuncio	intro_alias	title_alias	tagline_alias	Tipo de actualización patrocinada	dsc_alias	Gasto total	Impresiones	Clics	Porcentaje de clics	CPM medio	CPC medio	Reacciones	Comentarios	Veces compartido	Seguidores	Otros clics	Acciones sociales totales	Total de interacciones	Tasa de interacción	Impresiones virales	Clics virales	Reacciones virales	Comentarios virales	Veces virales compartidas	Veces virales seguidas	Otros clics virales	Conversiones	Conversiones posteriores al clic	Conversiones de visualización	Tasa de conversión	Coste por conversión	Valor total de las conversiones	Rendimiento del gasto publicitario	Conversiones virales	Conversiones virales postclic	Conversiones virales de visualización	Posibles contactos	Formularios de posibles clientes abiertos	Tasa de finalización de formulario de posibles contactos	Coste por posible contacto	Citas reservadas	Alcance	Promedio de frecuencia	Coste por 1.000  personas alcanzadas	Inscripción en eventos	Inscripciones tras clic	Inscripciones tras visualización	Inscripciones virales	Inscripciones virales tras clic	Inscripciones virales tras visualización	Clics a la página de destino	Clics a la página de LinkedIn	Posibles contactos (email del trabajo)	Tasa de finalización del formulario de generación de contactos (email del trabajo)	Coste por posible contacto (email del trabajo)	Siguiendo del miembro	Clics al perfil del miembro	Posibles clientes cualificados	Coste por posible cliente cualificado	Promedio de permanencia (en segundos)	Suscripciones	Suscripciones virales
7/3/2026	EUR	eb75e166f6f3	En pausa	2/3/2026		641887496c6a	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	2/3/2026		0f7f77577ea4	Activo	d3e8fb6218ab	c61de877f710		DSC	0f7f77577ea4	1,37	27	0	0 %	50,74	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	20	1,35	68,50	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	3.259962963	0	0
8/3/2026	EUR	eb75e166f6f3	En pausa	2/3/2026		641887496c6a	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	2/3/2026		0f7f77577ea4	Activo	d3e8fb6218ab	c61de877f710		DSC	0f7f77577ea4	0,52	9	0	0 %	57,78	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	8	1,125	65,00	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	5.0971111111	0	0
9/3/2026	EUR	eb75e166f6f3	En pausa	2/3/2026		641887496c6a	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	2/3/2026		0f7f77577ea4	Activo	d3e8fb6218ab	c61de877f710		DSC	0f7f77577ea4	0,53	4	0	0 %	132,50	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	4	1	132,50	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	3.71475	0	0
10/3/2026	EUR	56f2bbbc236f	En pausa	10/3/2026		c0c4a0ef7c6f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	6,71	141	4	2,837 %	47,59	1,68	0	0	0	0	0	0	4	2,837 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	79	1,785	84,94	0	0	0	0	0	0	4	0	0	0 %	0,00	0	0	0	0,00	4.9802992701	0	0
11/3/2026	EUR	56f2bbbc236f	En pausa	10/3/2026		c0c4a0ef7c6f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	2,56	51	0	0 %	50,20	0,00	0	0	0	0	0	0	1	1,961 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	30	1,7	85,33	0	0	0	0	0	0	0	1	0	0 %	0,00	0	0	0	0,00	4.27422	0	0
12/3/2026	EUR	56f2bbbc236f	En pausa	10/3/2026		c0c4a0ef7c6f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	6,44	148	2	1,351 %	43,51	3,22	0	0	0	0	0	0	2	1,351 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	76	1,947	84,74	0	0	0	0	0	0	2	0	0	0 %	0,00	0	0	0	0,00	4.0149931973	0	0
13/3/2026	EUR	56f2bbbc236f	En pausa	10/3/2026		c0c4a0ef7c6f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	3,25	63	1	1,587 %	51,59	3,25	0	0	0	0	0	0	1	1,587 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	45	1,4	72,22	0	0	0	0	0	0	1	0	0	0 %	0,00	0	0	0	0,00	9.6216774194	0	0
14/3/2026	EUR	56f2bbbc236f	En pausa	10/3/2026		c0c4a0ef7c6f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	0,71	12	0	0 %	59,17	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	10	1,2	71,00	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	3.2208333333	0	0
15/3/2026	EUR	56f2bbbc236f	En pausa	10/3/2026		c0c4a0ef7c6f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	0,12	2	0	0 %	60,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0				0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	15.087	0	0
20/3/2026	EUR	56f2bbbc236f	En pausa	10/3/2026		c0c4a0ef7c6f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	0,21	2	0	0 %	105,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0				0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	7.1315	0	0
23/3/2026	EUR	6c131133fbb4	En pausa	10/3/2026		6c131133fbb4	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	7,92	115	1	0,87 %	68,87	7,92	0	0	0	0	0	0	1	0,87 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	63	1,825	125,71	0	0	0	0	0	0	1	0	0	0 %	0,00	0	0	0	0,00	4.6890175439	0	0
24/3/2026	EUR	6c131133fbb4	En pausa	10/3/2026		6c131133fbb4	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	5,72	169	2	1,183 %	33,85	2,86	0	0	0	0	0	0	3	1,775 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	89	1,899	64,27	0	0	0	0	0	0	2	1	0	0 %	0,00	0	0	0	0,00	5.0924345238	0	0
25/3/2026	EUR	6c131133fbb4	En pausa	10/3/2026		6c131133fbb4	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	6,05	134	2	1,493 %	45,15	3,03	0	0	0	0	0	0	2	1,493 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	80	1,675	75,63	0	0	0	0	0	0	2	0	0	0 %	0,00	0	0	0	0,00	5.062870229	0	0
26/3/2026	EUR	6c131133fbb4	En pausa	10/3/2026		6c131133fbb4	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	0,17	4	0	0 %	42,50	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	4	1	42,50	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	1.45075	0	0
27/3/2026	EUR	6c131133fbb4	En pausa	10/3/2026		6c131133fbb4	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	0,04	1	0	0 %	40,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0				0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	1.927	0	0
28/3/2026	EUR	6c131133fbb4	En pausa	10/3/2026		6c131133fbb4	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	0,02	1	0	0 %	20,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0				0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	0.485	0	0
30/3/2026	EUR	6c131133fbb4	En pausa	10/3/2026		6c131133fbb4	Visitas al sitio web	Actualización patrocinada	Activo	CPM	10,00	20,00	10/3/2026		f8941b55d4ce	Activo	d3e8fb6218ab	c61de877f710		DSC	f8941b55d4ce	0,03	1	0	0 %	30,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0				0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	0.777	0	0
9/3/2026	EUR	cf1bfcf3b248	En pausa	9/3/2026		cf1bfcf3b248	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026			Activo	d3e8fb6218ab	c61de877f710		DSC		7,18	108	1	0,926 %	66,48	7,18	0	0	0	0	0	0	2	1,852 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	66	1,636	108,79	0	0	0	0	0	0	1	1	0	0 %	0,00	0	0	0	0,00	4.8700747664	0	0
10/3/2026	EUR	cf1bfcf3b248	En pausa	9/3/2026		cf1bfcf3b248	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026			Activo	d3e8fb6218ab	c61de877f710		DSC		5,67	72	0	0 %	78,75	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	54	1,333	105,00	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	5.2189166667	0	0
11/3/2026	EUR	cf1bfcf3b248	En pausa	9/3/2026		cf1bfcf3b248	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026			Activo	d3e8fb6218ab	c61de877f710		DSC		5,99	99	1	1,01 %	60,51	5,99	0	0	0	0	0	0	2	2,02 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	60	1,65	99,83	0	0	0	0	0	0	1	1	0	0 %	0,00	0	0	0	0,00	4.4148163265	0	0
12/3/2026	EUR	cf1bfcf3b248	En pausa	9/3/2026		cf1bfcf3b248	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026			Activo	d3e8fb6218ab	c61de877f710		DSC		0,89	30	0	0 %	29,67	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	25	1,2	35,60	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	2.6687	0	0
13/3/2026	EUR	cf1bfcf3b248	En pausa	9/3/2026		cf1bfcf3b248	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026			Activo	d3e8fb6218ab	c61de877f710		DSC		0,14	4	0	0 %	35,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	3	1,333	46,67	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	3.06675	0	0
22/3/2026	EUR	cf1bfcf3b248	En pausa	9/3/2026		cf1bfcf3b248	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026			Activo	d3e8fb6218ab	c61de877f710		DSC		0,13	3	0	0 %	43,33	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	3	1	43,33	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	1.6553333333	0	0
10/3/2026	EUR	f0cf3ffdf29f	En pausa	10/3/2026		f0cf3ffdf29f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026		4cd840b14ac5	Activo	d3e8fb6218ab	c61de877f710		DSC	4cd840b14ac5	5,80	72	3	4,167 %	80,56	1,93	0	0	0	0	0	0	5	6,944 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	48	1,5	120,83	0	0	0	0	0	0	3	2	0	0 %	0,00	0	0	0	0,00	5.5184705882	0	0
11/3/2026	EUR	f0cf3ffdf29f	En pausa	10/3/2026		f0cf3ffdf29f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026		4cd840b14ac5	Activo	d3e8fb6218ab	c61de877f710		DSC	4cd840b14ac5	3,73	56	0	0 %	66,61	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	34	1,647	109,71	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	3.3407090909	0	0
12/3/2026	EUR	f0cf3ffdf29f	En pausa	10/3/2026		f0cf3ffdf29f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026		4cd840b14ac5	Activo	d3e8fb6218ab	c61de877f710		DSC	4cd840b14ac5	4,17	80	2	2,5 %	52,13	2,09	0	0	0	0	0	0	2	2,5 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	60	1,333	69,50	0	0	0	0	0	0	2	0	0	0 %	0,00	0	0	0	0,00	8.0515641026	0	0
13/3/2026	EUR	f0cf3ffdf29f	En pausa	10/3/2026		f0cf3ffdf29f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026		4cd840b14ac5	Activo	d3e8fb6218ab	c61de877f710		DSC	4cd840b14ac5	4,87	77	1	1,299 %	63,25	4,87	0	0	0	0	0	0	2	2,597 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	50	1,54	97,40	0	0	0	0	0	0	1	1	0	0 %	0,00	0	0	0	0,00	3.7832236842	0	0
14/3/2026	EUR	f0cf3ffdf29f	En pausa	10/3/2026		f0cf3ffdf29f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026		4cd840b14ac5	Activo	d3e8fb6218ab	c61de877f710		DSC	4cd840b14ac5	0,99	15	1	6,667 %	66,00	0,99	0	0	0	0	0	0	1	6,667 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	12	1,25	82,50	0	0	0	0	0	0	1	0	0	0 %	0,00	0	0	0	0,00	10.1144285714	0	0
15/3/2026	EUR	f0cf3ffdf29f	En pausa	10/3/2026		f0cf3ffdf29f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026		4cd840b14ac5	Activo	d3e8fb6218ab	c61de877f710		DSC	4cd840b14ac5	0,08	1	0	0 %	80,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0				0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	2.301	0	0
17/3/2026	EUR	f0cf3ffdf29f	En pausa	10/3/2026		f0cf3ffdf29f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026		4cd840b14ac5	Activo	d3e8fb6218ab	c61de877f710		DSC	4cd840b14ac5	0,10	1	0	0 %	100,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0				0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	3.122	0	0
18/3/2026	EUR	f0cf3ffdf29f	En pausa	10/3/2026		f0cf3ffdf29f	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	9/3/2026		4cd840b14ac5	Activo	d3e8fb6218ab	c61de877f710		DSC	4cd840b14ac5	0,26	1	0	0 %	260,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0				0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	4.467	0	0
19/3/2026	EUR	c685f079b52b	En pausa	19/3/2026		c685f079b52b	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	19/3/2026		891e3931ff8e	Activo	d3e8fb6218ab	c61de877f710		DSC	891e3931ff8e	10,47	43	0	0 %	243,49	0,00	1	0	0	0	0	1	1	2,326 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	37	1,162	282,97	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	5.2468139535	0	0
20/3/2026	EUR	c685f079b52b	En pausa	19/3/2026		c685f079b52b	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	19/3/2026		891e3931ff8e	Activo	d3e8fb6218ab	c61de877f710		DSC	891e3931ff8e	7,40	49	1	2,041 %	151,02	7,40	0	0	0	0	0	0	1	2,041 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	41	1,195	180,49	0	0	0	0	0	0	1	0	0	0 %	0,00	0	0	0	0,00	12.205125	0	0
21/3/2026	EUR	c685f079b52b	En pausa	19/3/2026		c685f079b52b	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	19/3/2026		891e3931ff8e	Activo	d3e8fb6218ab	c61de877f710		DSC	891e3931ff8e	1,42	45	1	2,222 %	31,56	1,42	0	0	0	0	0	0	1	2,222 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	33	1,364	43,03	0	0	0	0	0	0	1	0	0	0 %	0,00	0	0	0	0,00	5.0183777778	0	0
22/3/2026	EUR	c685f079b52b	En pausa	19/3/2026		c685f079b52b	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	19/3/2026		891e3931ff8e	Activo	d3e8fb6218ab	c61de877f710		DSC	891e3931ff8e	0,71	2	0	0 %	355,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0				0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	12.7075	0	0
22/3/2026	EUR	e39073526188	En pausa	22/3/2026		e39073526188	Visitas al sitio web	Actualización patrocinada	Completado	CPM	15,00	30,00	22/3/2026		0d6642a5c978	Activo	d3e8fb6218ab	c61de877f710		DSC	0d6642a5c978	10,87	60	1	1,667 %	181,17	10,87	0	0	0	0	0	0	1	1,667 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	54	1,111	201,30	0	0	0	0	0	0	1	0	0	0 %	0,00	0	0	0	0,00	6.001	0	0
23/3/2026	EUR	e39073526188	En pausa	22/3/2026		e39073526188	Visitas al sitio web	Actualización patrocinada	Completado	CPM	15,00	30,00	22/3/2026		0d6642a5c978	Activo	d3e8fb6218ab	c61de877f710		DSC	0d6642a5c978	9,72	161	3	1,863 %	60,37	3,24	0	0	0	0	0	0	4	2,484 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	91	1,769	106,81	0	0	0	0	0	0	3	1	0	0 %	0,00	0	0	0	0,00	5.8215408805	0	0
24/3/2026	EUR	e39073526188	En pausa	22/3/2026		e39073526188	Visitas al sitio web	Actualización patrocinada	Completado	CPM	15,00	30,00	22/3/2026		0d6642a5c978	Activo	d3e8fb6218ab	c61de877f710		DSC	0d6642a5c978	8,04	102	3	2,941 %	78,82	2,68	0	0	0	0	2	2	6	5,882 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	62	1,645	129,68	0	0	0	0	0	0	3	1	0	0 %	0,00	0	0	0	0,00	5.1009705882	0	0
25/3/2026	EUR	e39073526188	En pausa	22/3/2026		e39073526188	Visitas al sitio web	Actualización patrocinada	Completado	CPM	15,00	30,00	22/3/2026		0d6642a5c978	Activo	d3e8fb6218ab	c61de877f710		DSC	0d6642a5c978	1,37	8	0	0 %	171,25	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	8	1	171,25	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	3.46175	0	0
19/3/2026	EUR	10c500295f64	En pausa	19/3/2026		10c500295f64	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	19/3/2026		891e3931ff8e	Activo	d3e8fb6218ab	c61de877f710		DSC	891e3931ff8e	10,82	32	3	9,375 %	338,13	3,61	1	0	0	0	0	1	4	12,5 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	28	1,143	386,43	0	0	0	0	0	0	3	0	0	0 %	0,00	0	0	0	0,00	5.7403793103	0	0
20/3/2026	EUR	10c500295f64	En pausa	19/3/2026		10c500295f64	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	19/3/2026		891e3931ff8e	Activo	d3e8fb6218ab	c61de877f710		DSC	891e3931ff8e	7,50	22	0	0 %	340,91	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	20	1,1	375,00	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	5.4335909091	0	0
21/3/2026	EUR	10c500295f64	En pausa	19/3/2026		10c500295f64	Visitas al sitio web	Actualización patrocinada	Completado	CPM	10,00	20,00	19/3/2026		891e3931ff8e	Activo	d3e8fb6218ab	c61de877f710		DSC	891e3931ff8e	1,68	3	0	0 %	560,00	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	3	1	560,00	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	5.599	0	0
22/3/2026	EUR	1376809155cc	En pausa	22/3/2026		1376809155cc	Visitas al sitio web	Actualización patrocinada	Activo	CPM	15,00	30,00	22/3/2026		0d6642a5c978	Activo	d3e8fb6218ab	c61de877f710		DSC	0d6642a5c978	5,86	37	0	0 %	158,38	0,00	0	0	0	0	0	0	0	0 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	32	1,156	183,13	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0	0	0,00	8.1747567568	0	0
23/3/2026	EUR	1376809155cc	En pausa	22/3/2026		1376809155cc	Visitas al sitio web	Actualización patrocinada	Activo	CPM	15,00	30,00	22/3/2026		0d6642a5c978	Activo	d3e8fb6218ab	c61de877f710		DSC	0d6642a5c978	11,69	122	4	3,279 %	95,82	2,92	0	0	1	0	1	2	6	4,918 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	82	1,488	142,56	0	0	0	0	0	0	4	0	0	0 %	0,00	0	0	0	0,00	4.7145166667	0	0
24/3/2026	EUR	1376809155cc	En pausa	22/3/2026		1376809155cc	Visitas al sitio web	Actualización patrocinada	Activo	CPM	15,00	30,00	22/3/2026		0d6642a5c978	Activo	d3e8fb6218ab	c61de877f710		DSC	0d6642a5c978	11,06	191	6	3,141 %	57,91	1,84	0	0	0	0	1	1	7	3,665 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	113	1,69	97,88	0	0	0	0	0	0	6	0	0	0 %	0,00	0	0	0	0,00	4.7093387097	0	0
25/3/2026	EUR	1376809155cc	En pausa	22/3/2026		1376809155cc	Visitas al sitio web	Actualización patrocinada	Activo	CPM	15,00	30,00	22/3/2026		0d6642a5c978	Activo	d3e8fb6218ab	c61de877f710		DSC	0d6642a5c978	1,34	22	1	4,545 %	60,91	1,34	0	0	0	0	0	0	1	4,545 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	20	1,1	67,00	0	0	0	0	0	0	1	0	0	0 %	0,00	0	0	0	0,00	4.8488636364	0	0
23/3/2026	EUR	b55bb242d84e	En pausa	22/3/2026		b55bb242d84e	Visitas al sitio web	Actualización patrocinada	Completado	CPM	15,00	30,00	22/3/2026		0d6642a5c978	Activo	d3e8fb6218ab	c61de877f710		DSC	0d6642a5c978	15,57	158	5	3,165 %	98,54	3,11	0	0	0	0	0	0	5	3,165 %	0	0	0	0	0	0	0	0	0	0	0 %	0,00	0	0,00	0	0	0	0	0	0 %	0,00	0	100	1,58	155,70	0	0	0	0	0	0	5	0	0	0 %	0,00	0	0	0	0,00	5.2423821656	0	0
